Time,Node 159.65.60.19,Node 138.68.173.232,Node 159.65.60.26,Node 138.68.191.108,Node 192.5.86.169,Node 129.114.108.212
1/12/21 22:00,8691255685,990409240.7,14446.06444,18398064.07,34969684.35,2787501.279
1/12/21 23:00,8840159072,1560365234,58887.61709,13229985.56,58546256.45,1945608.817
1/13/21 0:00,7749848665,1067900646,63957.76993,26067499.13,13868609.55,2111916.742
1/13/21 1:00,9763883601,1538749529,66653373.68,49859123.36,12029543.29,1361462.538
1/13/21 2:00,8738067455,926294949.4,36811539.94,52477892.14,55661193.12,883918.997
1/13/21 3:00,8632447861,1244088182,36430150.16,49012549.53,12427803.37,872504.6714
1/13/21 4:00,9098347182,1158490230,56277.34896,65771639.43,46376860.26,874336.4739
1/13/21 5:00,7621587127,939688475.9,57602701.79,60024403.13,7266451.91,875454.9289
1/13/21 6:00,6717715939,1577968290,14847.2934,60839816.07,9743110.712,871601.4077
1/13/21 7:00,12957540133,4455776498,60713.68424,59847711.75,11888729.96,879947.346
1/13/21 8:00,8453453364,5507529701,73691425.93,142105188.2,14215815.98,892982.2074
1/13/21 9:00,5988504231,1228179099,55053.11486,192454638.8,14022052.93,874933.539
1/13/21 10:00,6027841315,1425898190,63514.99201,116170898.6,62104911.11,898097.4684
1/13/21 11:00,7971026456,1373816052,36108164.26,207921372.7,7522417.408,880976.8542
1/13/21 12:00,7633566164,1337231464,41448974.53,182485336.8,49271549.34,875658.8872
1/13/21 13:00,6746655555,1237953785,37271470.73,86048928.04,5481773.701,872696.855
1/13/21 14:00,9006839077,1094328867,14686.91976,140969229.9,50871088.31,875697.8059
1/13/21 15:00,7758718431,2467280508,59679.06295,196681016.5,18287442.54,1014925.395
1/13/21 16:00,7190831268,1283978540,45882746.57,182480677.7,12877316.67,871757.9847
1/13/21 17:00,7117092245,3291597514,36933204.02,108140414.3,11908007.81,866117.5871
1/13/21 18:00,8744563530,5718277351,14747.50632,42758473.14,10095349.88,881947.5568
1/13/21 19:00,15141153914,5489146516,14447.24434,43639723.07,35444862.84,871523.8472
1/13/21 20:00,9146854515,3579526165,81582316.56,67341709.25,98193727.49,872638.0686
1/13/21 21:00,11265449601,2378040299,91336.57323,187006302.7,15594073.08,861653.0081
1/13/21 22:00,10155958305,3202426252,65183.78222,224712166.8,7864764.16,869390.9395
1/13/21 23:00,12079973446,4533366962,108408.8871,181437351.6,50543663.25,867803.4006
1/14/21 0:00,8185373853,5304338742,82311156.29,186130934.4,10448056.05,854705.3585
1/14/21 1:00,11034754788,4269683786,37018868.54,155232051.6,8694095.856,853933.1996
1/14/21 2:00,7311181161,6234102360,33705908.11,176587304.9,51667282.72,868121.9566
1/14/21 3:00,7320326485,6756163100,58126933.91,102237980.3,9108443.64,864179.6624
1/14/21 4:00,6882206933,8914757276,14306.0216,77557072.26,50299966.02,869631.6348
1/14/21 5:00,6285222740,11195466494,151095.1525,133043658.9,15105752.09,859487.27
1/14/21 6:00,6634980982,13029355239,38546.92031,109954613.9,10949945.9,864142.1089
